   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4114580	1681298	320792	617631	102714	112749	128463	365114	493577	3328761	80.9016
Khulna	3456002	1295689	252713	572609	87906	106084	89097	353793	442890	2757891	79.8000
Barisal	1612270	558410	71761	356897	50988	67184	54208	81459	135667	1240907	76.9665
Dhaka	5364779	2119626	448893	713984	167720	164202	105902	430367	536269	4150694	77.3693
Chittagong	4769182	1727472	317910	828686	165924	124832	69799	338078	407877	3572701	74.9122
Sylhet	1556255	564274	126798	201994	63607	41912	58932	123743	182675	1181260	75.9040
Rangpur	3525740	1402948	131775	628485	63892	114477	203327	272587	475914	2817491	79.9120
Mymensingh	2221227	986691	105710	315812	55653	64435	81273	126400	207673	1735974	78.1538

 
