   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3853701	1679433	234498	526447	97533	56148	96593	320704	417297	3011356	78.1419
Khulna	3346867	1368917	215743	532379	93409	48078	75521	298676	374197	2632723	78.6623
Barisal	1532324	549330	58286	290909	48008	25670	36000	78234	114234	1086437	70.9013
Dhaka	4981781	2023893	356508	572663	151591	63150	50000	378222	428222	3596027	72.1836
Chittagong	4403523	1536627	248669	691658	145891	51816	37727	285104	322831	2997492	68.0703
Sylhet	1391427	501751	110556	171143	57531	17322	32604	79188	111792	970095	69.7194
Rangpur	3314267	1439629	97902	480473	55191	55916	150137	261995	412132	2541243	76.6759
Mymensingh	2116836	972881	77391	220904	51177	28791	55152	120989	176141	1527285	72.1494

 
