   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4071516	1673574	308392	606154	101458	105279	126288	355629	481917	3276774	80.4804
Khulna	3418680	1291969	247209	562852	87827	100326	88542	343867	432409	2722592	79.6387
Barisal	1599806	555648	70948	349938	49584	63266	51779	79076	130855	1220239	76.2742
Dhaka	5338685	2114224	450059	699862	162275	149302	98074	420934	519008	4094730	76.6992
Chittagong	4710128	1700281	310624	812764	161594	116008	67205	331452	398657	3499928	74.3064
Sylhet	1531167	557626	126515	196937	62039	36931	56739	118571	175310	1155358	75.4560
Rangpur	3476822	1394288	126951	607828	62055	105432	198864	266995	465859	2762413	79.4522
Mymensingh	2211399	988449	105628	304266	55045	58441	78833	124311	203144	1714973	77.5515

 
