   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4151542	1664270	355608	619391	99906	157012	121876	357003	478879	3375066	81.2967
Khulna	3443257	1272219	277150	571328	82991	135007	84963	335053	420016	2758711	80.1192
Barisal	1624626	576411	76678	347664	52061	87344	56205	81621	137826	1277984	78.6633
Dhaka	5416621	2095957	470080	716442	163846	219917	112527	425980	538507	4204749	77.6268
Chittagong	4987962	1795808	336901	846827	181015	200891	81773	343929	425702	3787144	75.9257
Sylhet	1632885	602314	128558	222007	57257	69361	62262	141877	204139	1283636	78.6115
Rangpur	3564217	1379438	144330	630152	66825	163396	193068	261400	454468	2838609	79.6419
Mymensingh	2237821	985969	108165	315907	53612	103917	78021	118259	196280	1763850	78.8200

 
