   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4046999	1709129	289056	603492	103416	81786	118738	349761	468499	3255378	80.4393
Khulna	3404056	1336746	231326	563887	92854	83243	87227	335905	423132	2731188	80.2333
Barisal	1584192	553680	68065	345998	49184	53082	47518	79981	127499	1197508	75.5911
Dhaka	5225684	2141145	420608	694713	167372	115654	80712	414897	495609	4035101	77.2167
Chittagong	4566915	1680076	297009	800303	159365	95357	56048	320169	376217	3408327	74.6308
Sylhet	1465724	552052	127984	195865	61024	28864	48954	104230	153184	1118973	76.3427
Rangpur	3426890	1434149	117438	576873	57543	75171	188144	271660	459804	2720978	79.4008
Mymensingh	2188215	1010255	101609	297466	56287	46399	73595	126014	199609	1711625	78.2201

 
