   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3947142	1688934	262250	552127	93916	48541	97063	315374	412437	3058205	77.4790
Khulna	3341471	1351548	221698	531944	87029	40081	73760	296249	370009	2602309	77.8791
Barisal	1546071	544290	61164	314174	42037	27165	35959	72392	108351	1097181	70.9658
Dhaka	5068534	2064314	375222	609382	136959	54783	52440	371622	424062	3664722	72.3034
Chittagong	4475769	1583443	263048	717725	141713	60452	40163	287505	327668	3094049	69.1289
Sylhet	1413101	523857	120383	179050	56940	18542	33871	80991	114862	1013634	71.7312
Rangpur	3331059	1423117	102824	518680	50275	48695	151913	252605	404518	2548109	76.4955
Mymensingh	2141241	998283	85520	242623	43235	26625	55154	113662	168816	1565102	73.0932

 
