   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3840971	1653239	220409	535451	95895	65198	87431	321124	408555	2978747	77.5519
Khulna	3320314	1335509	203401	536024	97425	55968	70322	290049	360371	2588698	77.9655
Barisal	1538969	558084	57109	288020	51962	28153	34665	84070	118735	1102063	71.6105
Dhaka	5048512	2033105	351781	575219	156788	71565	44120	378939	423059	3611517	71.5363
Chittagong	4342382	1488681	232768	654010	145487	50887	29813	276481	306294	2878127	66.2799
Sylhet	1376480	482178	105139	170631	59056	17300	25072	71615	96687	930991	67.6356
Rangpur	3283079	1411229	90755	501250	58334	66538	135679	265740	401419	2529525	77.0473
Mymensingh	2155033	970580	73309	238922	53404	35772	49045	127367	176412	1548399	71.8504

 
