   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3945781	1687783	260218	548823	93873	49536	96721	313519	410240	3050473	77.3097
Khulna	3338022	1348642	219204	527674	87477	40525	73237	294946	368183	2591705	77.6419
Barisal	1544226	540941	60026	311303	42375	26329	35658	73239	108897	1089871	70.5772
Dhaka	5117751	2072367	380900	614705	141090	55940	51968	370645	422613	3687615	72.0554
Chittagong	4472725	1573571	260403	712643	142396	58797	39582	287422	327004	3074814	68.7459
Sylhet	1410816	518940	118632	176732	56895	18336	33290	80381	113671	1003206	71.1082
Rangpur	3326796	1415112	101771	520872	50750	49618	151381	252068	403449	2541572	76.3970
Mymensingh	2132722	991486	82688	240238	42866	27156	54644	114223	168867	1553301	72.8319

 
