   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	3922006	1672553	241499	533394	93353	52052	94813	313240	408053	3000904	76.5145
Khulna	3341307	1357186	217340	526119	88909	42595	72741	293603	366344	2598493	77.7688
Barisal	1537834	537197	58115	299757	42792	24575	35092	71748	106840	1069276	69.5313
Dhaka	5043531	2037951	359346	586969	141358	58335	50203	367823	418026	3601985	71.4179
Chittagong	4450568	1554595	253625	701232	143761	55672	38375	284015	322390	3031275	68.1098
Sylhet	1404099	508944	114751	173007	56956	17702	32706	78929	111635	982995	70.0090
Rangpur	3315557	1420981	99606	502563	51207	51930	147271	251320	398591	2524878	76.1525
Mymensingh	2141221	987472	80089	232059	46561	29068	54956	114904	169860	1545109	72.1602

 
