   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4186787	1668310	360806	616120	103825	179848	122038	365590	487628	3416537	81.6028
Khulna	3467882	1271203	283297	574303	85339	147078	84748	342510	427258	2788478	80.4087
Barisal	1635492	584812	77309	346232	53346	92428	57226	83655	140881	1295008	79.1816
Dhaka	5471913	2105029	473123	730297	172032	244053	119622	440181	559803	4284337	78.2969
Chittagong	5047559	1819343	337146	849728	188004	234891	84763	351864	436627	3865739	76.5863
Sylhet	1654155	613487	126742	225081	57690	79947	63202	147479	210681	1313628	79.4138
Rangpur	3610741	1392255	147951	629960	70202	181367	195573	268721	464294	2886029	79.9290
Mymensingh	2255553	990753	108738	317185	55734	115567	78798	121098	199896	1787873	79.2654

 
