   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4097562	1678296	313117	611871	102005	108810	127409	360035	487444	3301543	80.5734
Khulna	3444455	1297135	250372	569313	87005	103668	88797	349276	438073	2745566	79.7097
Barisal	1608681	557524	71012	353462	49877	65207	53461	80564	134025	1231107	76.5290
Dhaka	5367972	2124150	448531	706664	163493	157430	102059	425770	527829	4128097	76.9024
Chittagong	4744063	1714096	313246	821020	163274	120965	68615	335193	403808	3536409	74.5439
Sylhet	1544776	559172	125992	199187	62443	39283	57732	121134	178866	1164943	75.4118
Rangpur	3498978	1396673	126716	618625	62471	109533	201549	269786	471335	2785353	79.6048
Mymensingh	2218712	987889	104776	310196	55020	61405	80099	125407	205506	1724792	77.7384

 
