   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4004166	1703148	281077	590985	101647	67610	107850	333506	441356	3185823	79.5627
Khulna	3377817	1350790	232010	553978	91942	68229	81230	317862	399092	2696041	79.8161
Barisal	1567287	554141	67350	335581	47114	44426	41417	76313	117730	1166342	74.4179
Dhaka	5149468	2124075	412497	671096	155793	92531	67381	389750	457131	3913123	75.9908
Chittagong	4530972	1655939	289504	775999	153834	79937	47313	305397	352710	3307923	73.0069
Sylhet	1440428	543561	127028	191718	59412	24918	39915	92765	132680	1079317	74.9303
Rangpur	3376162	1440598	115386	548437	55756	62942	167982	262559	430541	2653660	78.5999
Mymensingh	2163668	1010728	98916	282614	52286	41016	64848	120626	185474	1671034	77.2315

 
