   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4191979	1696281	330934	635614	105402	134931	132069	382688	514757	3417919	81.5347
Khulna	3491262	1300716	258552	583497	91725	125568	91449	371923	463372	2823430	80.8713
Barisal	1633348	572530	76832	365176	55609	78120	58140	85926	144066	1292333	79.1217
Dhaka	5450408	2130964	457908	732147	179039	197976	120446	456958	577404	4275438	78.4425
Chittagong	4868170	1780992	333752	863148	181216	152453	78076	352975	431051	3742612	76.8792
Sylhet	1603863	587187	129120	220477	64853	54730	62670	136264	198934	1255301	78.2673
Rangpur	3593934	1398951	137907	643767	66871	141579	211176	281345	492521	2881596	80.1794
Mymensingh	2262312	997880	109145	327247	59083	88072	85895	131402	217297	1798724	79.5082

 
