   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:10
division	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	Total	CAR	
Rajshahi	4110306	1643263	340202	616641	94207	135602	119258	346946	466204	3296119	80.1916
Khulna	3414723	1270192	270247	565408	79981	123552	84505	326015	410520	2719900	79.6521
Barisal	1612042	570064	75391	348160	49019	76164	54530	78804	133334	1252132	77.6737
Dhaka	5348725	2069736	460705	694491	154852	191076	103150	409579	512729	4083589	76.3470
Chittagong	4908777	1759500	328472	834756	169145	164381	76673	335387	412060	3668314	74.7297
Sylhet	1610451	587576	126762	216521	58776	60603	60825	135649	196474	1246712	77.4138
Rangpur	3518862	1361442	136198	635287	60831	142767	189634	253629	443263	2779788	78.9968
Mymensingh	2216376	976630	107732	312547	51325	88953	76686	115681	192367	1729554	78.0352

 
