   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	33541	14703	1549	3652	1196	1357	342	2512	2854	25311	75.4629
Pabna Sadar	116696	42996	7783	24212	3379	2264	1673	5988	7661	88295	75.6624
Chatmohor	66670	33340	3369	4248	2163	1639	552	6914	7466	52225	78.3336
Ishwardi	64738	23120	6113	11211	2094	2735	586	4061	4647	49920	77.1108
Faridpur	26036	9840	1593	5406	846	531	633	1760	2393	20609	79.1558
Sujanagar	57712	21942	3767	7682	3382	2107	264	4160	4424	43304	75.0347
Santhia	79503	34841	2969	14659	1825	1127	403	4166	4569	59990	75.4563
Bera	51336	23405	2371	6934	1348	1115	175	1955	2130	37303	72.6644
Bhangoora	26058	13079	1454	1583	880	233	424	1544	1968	19197	73.6703

 
