   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Naogaon Sadar	61677	25966	2918	6943	1441	2393	597	10380	10977	50638	82.1019
Mohadebpur	70419	31872	2405	5733	1195	1349	2462	10255	12717	55271	78.4888
Manda	92127	43307	1956	8776	2880	2143	1936	12387	14323	73385	79.6563
Badalgachhi	48484	17075	2247	7816	930	759	1396	8358	9754	38581	79.5747
Rani Nagar	42663	18426	2496	4243	570	1320	1653	4837	6490	33545	78.6279
Patnitola	55257	27934	2721	2978	894	1286	3131	6164	9295	45108	81.6331
Atrai	47366	20893	3521	3223	1457	923	2089	5766	7855	37872	79.9561
Dhamoirhat	43546	20023	1647	4722	803	527	2457	4211	6668	34390	78.9740
Niamatpur	58602	27525	3010	4772	1670	2104	2410	7963	10373	49454	84.3896
Porsa	29383	13759	1601	2656	1095	722	1868	2468	4336	24169	82.2550
Sapahar	37314	18020	1890	4053	263	814	3043	2068	5111	30151	80.8035

 
