   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	30448	10760	3423	3403	1518	2111	882	1704	2586	23801	78.1693
Rangunia	74462	30108	3971	8774	3559	2793	723	6613	7336	56541	75.9327
Doublemooring	44963	16211	6555	5183	1294	1402	750	1946	2696	33341	74.1521
Fatichhari	98766	36050	6897	13385	3102	4980	585	7031	7616	72030	72.9300
Hathazari	71174	29732	7324	5002	2672	2088	570	4735	5305	52123	73.2332
Sitakunda	70756	26111	4743	9262	2743	2674	344	4562	4906	50439	71.2858
Mirsharai	78646	26881	4448	12387	3883	2183	103	5265	5368	55150	70.1244
Rawzan	60514	23901	4096	5857	3501	2090	688	4926	5614	45059	74.4605
Sandwip	54040	22209	2068	10474	2047	567	254	873	1127	38492	71.2287
Boalkhali	44135	18605	2674	4206	2604	2212	581	3846	4427	34728	78.6859
Chandlaish	42579	16853	3134	3457	2002	583	439	4322	4761	30790	72.3126
Banshkhali	80105	32582	5034	10918	1841	2249	1044	4354	5398	58022	72.4324
Satkania	66483	28452	3958	8505	1833	1850	645	3987	4632	49230	74.0490
Anwara	45081	18989	2250	4289	1756	1199	573	3195	3768	32251	71.5401
Patiya	94890	36824	5446	9296	3760	4027	983	7197	8180	67533	71.1698
Lohagora	55884	21945	3423	10491	1877	910	380	3871	4251	42897	76.7608

 
