   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	95313	41498	8353	6563	3172	2198	1056	11574	12630	74414	78.0733
Nagarpur	65646	28515	4358	6849	1568	3084	368	4861	5229	49603	75.5613
Bhuapur	42872	15966	4016	7398	1495	2986	845	1479	2324	34185	79.7374
Ghatail	102773	43455	7175	14008	1880	4875	3548	6038	9586	80979	78.7940
Basail	39056	15152	2620	3827	2226	2382	884	3079	3963	30170	77.2481
Tangail Sadar	119771	39768	12944	18691	2438	7417	3037	9490	12527	93785	78.3036
Kalihati	86015	33919	8092	11717	2084	4328	1518	6465	7983	68123	79.1990
Modhupur	113793	53423	6113	16457	1435	4584	4421	6248	10669	92681	81.4470
Gopalpur	58186	22010	4874	9194	1579	2775	1896	3882	5778	46210	79.4177
Shakhipur	68377	32246	3961	5080	1455	2029	1880	3874	5754	50525	73.8918
Delduar	47655	19147	4118	4472	1051	1810	649	5275	5924	36522	76.6383

 
