   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Naogaon Sadar	60628	28368	2159	6387	1493	972	322	8671	8993	48372	79.7849
Mohadebpur	67650	36534	1786	5507	847	297	1412	7868	9280	54251	80.1936
Manda	87048	46382	1665	7565	2066	668	1347	12561	13908	72254	83.0048
Badalgachhi	45732	19883	2019	4942	1081	325	644	8313	8957	37207	81.3588
Rani Nagar	39944	22705	2015	2820	619	130	1049	3791	4840	33129	82.9386
Patnitola	52386	25748	2078	3249	1492	71	2256	4729	6985	39623	75.6366
Atrai	44715	20044	2499	3440	1809	351	1627	4860	6487	34630	77.4460
Dhamoirhat	42397	21826	1459	3503	1045	109	1219	3838	5057	32999	77.8333
Niamatpur	53698	26895	2835	4811	1826	315	2132	6912	9044	45726	85.1540
Porsa	24246	12841	1006	1595	723	34	955	1526	2481	18680	77.0436
Sapahar	33869	15376	1419	3707	286	217	1910	1488	3398	24403	72.0511

 
