   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	26357	9573	3307	3120	1243	1509	671	1413	2084	20836	79.0530
Rangunia	69916	27281	3136	8481	3079	2216	578	6940	7518	51711	73.9616
Doublemooring	43160	15646	5933	4924	1283	1464	787	1945	2732	31982	74.1010
Fatichhari	92949	33202	5419	11364	2651	3564	433	6835	7268	63468	68.2826
Hathazari	69053	28770	6383	4684	2609	1820	313	4547	4860	49126	71.1425
Sitakunda	65345	25261	3733	8687	2478	2012	239	4571	4810	46981	71.8969
Mirsharai	74995	26287	3811	12053	3885	1719	82	5689	5771	53526	71.3728
Rawzan	66843	25590	4424	6479	3568	1712	325	5314	5639	47412	70.9304
Sandwip	52478	21914	1897	9944	2052	572	135	844	979	37358	71.1879
Boalkhali	42133	18195	2308	3875	2550	2011	380	3882	4262	33201	78.8005
Chandlaish	40709	16883	2738	3521	2090	670	357	4528	4885	30787	75.6270
Banshkhali	76732	31214	4631	10684	1875	1338	984	4395	5379	55121	71.8357
Satkania	65812	26415	3266	7485	2070	1331	581	4008	4589	45156	68.6136
Anwara	45736	19516	2080	4198	2188	950	530	3111	3641	32573	71.2196
Patiya	90584	35654	4887	9027	3806	3316	665	8062	8727	65417	72.2169
Lohagora	52060	20149	2888	9768	1861	611	245	3587	3832	39109	75.1229

 
