   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:32
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Naogaon Sadar	56186	25940	2337	6343	1475	894	409	8331	8740	45729	81.3886
Mohadebpur	67876	35805	1873	6124	964	303	1647	8269	9916	54985	81.0080
Manda	87738	47006	1757	7949	2396	559	1505	12157	13662	73329	83.5772
Badalgachhi	46446	18429	1875	6973	992	267	778	8719	9497	38033	81.8865
Rani Nagar	38914	21064	2319	3523	564	116	1289	3962	5251	32837	84.3835
Patnitola	52617	26652	2450	3374	1336	60	2629	4590	7219	41091	78.0945
Atrai	45288	20722	2627	2898	1694	196	1794	5195	6989	35126	77.5614
Dhamoirhat	41279	20832	1480	3716	912	76	1799	3768	5567	32583	78.9336
Niamatpur	54945	24835	2440	3931	1442	125	2126	6587	8713	41486	75.5046
Porsa	26852	13438	1313	2362	802	179	1313	1754	3067	21161	78.8060
Sapahar	35552	16670	1560	4012	224	248	2493	1575	4068	26782	75.3319

 
