   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gangachara	59704	20098	718	10972	880	2401	4297	4119	8416	43485	72.8343
Pirganj	84882	41286	3090	10364	3455	1530	3398	3453	6851	66576	78.4336
Pirgachha	70852	30533	1421	13284	2105	2044	2155	4352	6507	55894	78.8884
Badarganj	60780	22049	1424	7055	1181	1244	6655	5888	12543	45496	74.8536
Mithapukur	112045	52196	3215	15532	2208	2368	2666	4540	7206	82725	73.8319
Kaunia	47628	19893	1410	8448	610	1594	1946	2575	4521	36476	76.5852
Rangpur Sadar	119003	45873	6773	22456	925	3923	3217	5732	8949	88899	74.7032
Taraganj	28940	11776	669	3496	491	1173	1588	2570	4158	21763	75.2004

 
