   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Brahmanbaria Sadar	83180	24218	9501	15278	5425	1971	682	6276	6958	63351	76.1613
Nasirnagar	53310	20727	3382	6950	902	557	752	5007	5759	38277	71.8008
Nabinagar	83687	28858	9190	13606	3425	582	649	7298	7947	63608	76.0070
Kashba	59854	19961	6298	9898	3591	1138	530	4753	5283	46169	77.1360
Sarail	49415	16139	4519	8738	2233	1474	455	3316	3771	36874	74.6211
Bancharampur	54653	15316	3007	12456	2591	1402	194	4464	4658	39430	72.1461
Akhaura	27341	9620	1641	4707	919	558	694	2200	2894	20339	74.3901
Ashuganj	26625	8119	3130	4386	1880	367	130	2848	2978	20860	78.3474
Bijoy Nagar	44405	13696	2996	7920	3143	1055	744	3682	4426	33236	74.8474

 
