   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	17467	6821	862	2989	925	538	847	846	1693	13828	79.1664
Khagrachhari Sadar	18577	7048	803	3189	570	1529	702	874	1576	14715	79.2109
Mahalchhari	9073	4174	244	1335	287	258	519	242	761	7059	77.8023
Panchhari	10901	5756	415	1104	220	360	265	251	516	8371	76.7911
Ramgarh	12268	5542	530	1855	224	276	207	277	484	8911	72.6361
Manikchhari	11256	3519	240	2539	307	518	261	1031	1292	8415	74.7601
Matiranga	24531	9399	1130	4308	712	923	1559	1613	3172	19644	80.0783
Lakshmichhari	5593	2533	148	487	477	140	162	326	488	4273	76.3991

 
