   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	95418	41325	8358	6689	3186	2229	1055	11605	12660	74447	78.0220
Nagarpur	65786	28480	4311	6794	1573	3118	369	4866	5235	49511	75.2607
Bhuapur	42959	16067	3982	7335	1516	3024	849	1506	2355	34279	79.7947
Ghatail	102959	43183	6900	13793	1871	4906	3540	6072	9612	80265	77.9582
Basail	39059	15151	2616	3816	2231	2409	878	3094	3972	30195	77.3061
Tangail Sadar	119992	39865	12928	18552	2457	7465	3043	9571	12614	93881	78.2394
Kalihati	86105	33878	8090	11663	2137	4418	1519	6519	8038	68224	79.2335
Modhupur	113844	53612	6220	16525	1499	4627	4424	6310	10734	93217	81.8813
Gopalpur	58252	21989	4867	9167	1593	2848	1897	3928	5825	46289	79.4634
Shakhipur	68397	32302	4035	5180	1491	2085	1883	3913	5796	50889	74.4024
Delduar	47685	19265	4168	4491	1056	1864	651	5275	5926	36770	77.1102

 
