   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atpara	26691	11628	655	2533	636	447	1175	1495	2670	18569	69.5703
Kalmakanda	46288	21649	1879	4107	1130	512	1177	1679	2856	32133	69.4197
Modan	28859	13624	800	1852	748	417	985	1233	2218	19659	68.1209
Purbadhala	59485	26462	1190	7722	1865	1356	1633	3602	5235	43830	73.6824
Kendua	54093	23674	1064	4709	1995	715	1452	4144	5596	37753	69.7928
Netrokona Sadar	64618	27074	3043	6636	1596	1466	3335	5361	8696	48511	75.0735
Durgapur	42633	16130	1050	6157	1981	1227	1462	3582	5044	31589	74.0952
Barhatta	31346	14358	1186	2540	1474	423	1142	1829	2971	22952	73.2215
Mohonganj	33640	13868	1929	3592	2097	278	1123	1862	2985	24749	73.5702
Khaliajhuri	14650	5557	1176	1878	456	278	284	989	1273	10618	72.4778

 
