   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Brahmanbaria Sadar	83449	24437	9607	15430	5577	2205	737	6415	7152	64408	77.1825
Nasirnagar	53385	21043	3570	7131	921	649	809	5115	5924	39238	73.5000
Nabinagar	84167	29290	9336	13781	3529	602	671	7518	8189	64727	76.9031
Kashba	59901	20007	6399	9928	3718	1191	580	4846	5426	46669	77.9102
Sarail	49587	16188	4526	8889	2241	1617	464	3381	3845	37306	75.2334
Bancharampur	54914	15745	3247	12752	2683	1514	206	4573	4779	40720	74.1523
Akhaura	27455	9677	1654	4787	937	572	741	2217	2958	20585	74.9772
Ashuganj	26668	8114	3096	4384	1916	432	132	2884	3016	20958	78.5886
Bijoy Nagar	44633	13689	2994	7988	3216	1135	764	3763	4527	33549	75.1664

 
