   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:43
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	16143	5887	1600	2340	169	733	575	770	1345	12074	74.7940
Kawkhali	10617	3666	599	1784	321	891	118	616	734	7995	75.3038
Rangamati Sadar	18529	7087	1449	2668	933	859	443	878	1321	14317	77.2681
Baghaichhari	11496	5807	779	1213	414	181	32	518	550	8944	77.8010
Barkal	6760	2698	339	1022	225	65	130	259	389	4738	70.0888
Naniarchar	8628	3645	510	1051	319	523	329	526	855	6903	80.0070
Jurachhari	4088	2082	160	509	166	15	110	130	240	3172	77.5930
Kaptai	10445	3807	940	1802	273	464	63	751	814	8100	77.5491
Rajasthali	4526	1742	128	716	213	373	171	222	393	3565	78.7671
Belaichhari	4485	1961	97	616	146	167	30	224	254	3241	72.2631

 
