   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dherai	39376	13524	3652	4671	1815	1313	1751	3617	5368	30343	77.0596
Sunamganj Sadar	42021	15257	2990	7262	1536	2542	716	3250	3966	33553	79.8482
Dharmapasa	42208	17044	3212	6143	1568	855	483	3466	3949	32771	77.6417
Sulla	19432	6325	1798	2801	674	487	758	1764	2522	14607	75.1698
Tahirpur	35616	13227	2287	5690	1855	1501	1693	2344	4037	28597	80.2926
Chhatak	53904	19126	6456	6209	2990	558	2688	4915	7603	42942	79.6638
Jogonnathpur	33524	12108	2769	3617	1294	1288	1950	3508	5458	26534	79.1493
Jamalganj	28656	11837	2733	4152	797	754	433	1813	2246	22519	78.5839
Bishwamvarpur	26247	9402	2032	3679	961	1172	1529	1589	3118	20364	77.5860
Dowara Bazar	38236	15708	1853	5430	805	1340	1875	1864	3739	28875	75.5178
Sadar (South)	27857	9639	1781	3814	1132	1081	1104	2338	3442	20889	74.9865

 
