   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Naogaon Sadar	60103	28614	2052	4903	1290	1072	303	8242	8545	46476	77.3273
Mohadebpur	66783	36026	1871	4613	784	298	1386	7358	8744	52336	78.3672
Manda	87744	47124	1526	6494	1709	525	1291	12336	13627	71005	80.9229
Badalgachhi	45238	19973	2064	3971	1118	320	621	8030	8651	36097	79.7935
Rani Nagar	36714	20702	1810	2337	568	199	995	3422	4417	30033	81.8026
Patnitola	51391	25652	2016	2447	1607	63	2384	4215	6599	38384	74.6901
Atrai	44104	19977	2445	2902	1688	410	1526	4630	6156	33578	76.1337
Dhamoirhat	41113	21498	1424	3028	176	78	1117	3676	4793	30997	75.3946
Niamatpur	52492	26321	2565	3730	1487	353	2037	6426	8463	42919	81.7629
Porsa	23851	12611	1094	1254	614	30	920	1385	2305	17908	75.0828
Sapahar	33032	15520	1404	3128	306	266	1784	1383	3167	23791	72.0241

 
