   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mymensingh Sadar	133838	57341	7502	16645	3683	6607	5142	6918	12060	103838	77.5848
Trisal	86434	42244	3591	11050	2022	2028	2834	2759	5593	66528	76.9697
Fulbaria	84237	42557	3778	7653	2212	1381	4573	3369	7942	65523	77.7841
Bhaluka	88700	43754	4820	8605	1827	1609	4070	4694	8764	69379	78.2176
Muktagacha	91963	44501	5043	11022	2671	1788	3797	3610	7407	72432	78.7621
Gafargaon	85285	36830	5345	8218	3568	885	1852	6351	8203	63049	73.9274
Phulpur	121463	57046	4919	10274	3401	4834	4009	6706	10715	91189	75.0755
Gouripur	62864	29512	2090	7359	911	1203	1225	4600	5825	46900	74.6055
Ishwarganj	78274	40026	2408	7834	1072	1494	2444	4058	6502	59336	75.8055
Nandail	82397	45671	1912	10169	1616	1019	1848	2101	3949	64336	78.0805
Haluaghat	66079	32498	2206	8256	669	2195	2151	3644	5795	51619	78.1171
Dhubaura	40384	17261	2249	6967	792	617	1695	1909	3604	31490	77.9764

 
