   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:54
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	62745	23882	2657	14456	691	1697	1580	3559	5139	48522	77.3321
Roumari	43549	14190	3012	11235	1821	1053	2076	1320	3396	34707	79.6964
Kurigram Sadar	74561	29602	1544	17959	698	1755	2648	4082	6730	58288	78.1749
Ulipur	103114	44061	2782	22193	2277	2153	1719	2767	4486	77952	75.5979
Nageswari	82886	33636	1762	16056	1865	2723	5134	4090	9224	65266	78.7419
Chilmari	30240	13052	1156	4949	1236	1724	997	1557	2554	24671	81.5840
Fulbari	39097	13753	886	8500	541	1642	2031	3345	5376	30698	78.5175
Char Rajibpur	21952	6053	3202	5854	551	772	1078	286	1364	17796	81.0678
Rajarhat	47753	17624	1698	10724	623	1365	1560	2585	4145	36179	75.7628

 
