   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	34284	14418	1744	5000	1339	825	569	2183	2752	26078	76.0646
Pabna Sadar	125015	42520	9467	28169	5045	2826	3816	6801	10617	98644	78.9057
Chatmohor	69853	30906	4123	5978	3152	1441	873	6866	7739	53339	76.3589
Ishwardi	68320	24612	7010	11608	2618	2365	837	5088	5925	54138	79.2418
Faridpur	27754	9946	1721	6556	1137	425	1046	1847	2893	22678	81.7107
Sujanagar	59413	21225	3153	9779	4498	2408	517	4802	5319	46382	78.0671
Santhia	86515	35922	3793	18799	3017	2089	1313	4675	5988	69608	80.4577
Bera	54304	24237	3118	8886	1915	1283	746	2433	3179	42618	78.4804
Bhangoora	28005	13079	1878	2540	1147	247	922	1691	2613	21504	76.7863

 
