   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:52
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atpara	29286	13900	812	2932	432	793	1830	1538	3368	22237	75.9305
Kalmakanda	49518	26339	3437	5067	1398	1130	2000	1809	3809	41180	83.1617
Modan	26797	13495	1005	2331	567	857	1637	889	2526	20781	77.5497
Purbadhala	56770	23892	1971	9354	1746	2079	2267	3819	6086	45128	79.4927
Kendua	58445	26058	1838	6041	1702	1386	2788	5213	8001	45026	77.0400
Netrokona Sadar	70309	28425	3361	8892	896	2845	3947	4857	8804	53223	75.6987
Durgapur	46197	17027	1986	7902	1725	1241	2006	3466	5472	35353	76.5266
Barhatta	34403	14724	1684	4899	1498	816	1532	2509	4041	27662	80.4058
Mohonganj	31365	13558	1176	3741	1277	676	1685	2730	4415	24843	79.2061
Khaliajhuri	16860	6885	1389	2188	439	264	436	1650	2086	13251	78.5943

 
