   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	30276	10953	3516	3357	1436	1941	793	1674	2467	23670	78.1807
Rangunia	70330	28234	3649	8247	3225	2589	691	6491	7182	53126	75.5382
Doublemooring	45049	16250	6402	5026	1307	1354	738	1926	2664	33003	73.2602
Fatichhari	95442	34906	6451	12687	2803	4422	545	6923	7468	68737	72.0197
Hathazari	70631	29278	6879	4761	2621	1818	463	4654	5117	50474	71.4615
Sitakunda	68974	25780	4641	8804	2498	2550	277	4481	4758	49031	71.0862
Mirsharai	77629	26351	4341	11899	3719	2046	96	5163	5259	53615	69.0657
Rawzan	59736	23724	4081	5860	3485	1903	602	5148	5750	44803	75.0017
Sandwip	53393	21710	1925	10088	1960	506	234	868	1102	37291	69.8425
Boalkhali	43230	18360	2589	4054	2554	2105	502	3824	4326	33988	78.6213
Chandlaish	42024	16512	3024	3422	1943	523	425	4269	4694	30118	71.6686
Banshkhali	78992	31350	4660	11298	1710	1831	1008	4194	5202	56051	70.9578
Satkania	66155	27659	3700	8061	1891	1593	612	3955	4567	47471	71.7572
Anwara	45823	19506	2292	4628	2249	1202	610	3377	3987	33864	73.9018
Patiya	92393	35467	5077	9126	3813	3758	867	7464	8331	65572	70.9707
Lohagora	54471	21099	3157	10279	1862	773	337	3827	4164	41334	75.8826

 
