   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:54
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atpara	26865	12703	785	2760	286	864	1475	1278	2753	20151	75.0084
Kalmakanda	49605	24612	3265	5358	1433	1258	1969	1806	3775	39701	80.0343
Modan	26741	13438	976	2270	510	882	1283	864	2147	20223	75.6254
Purbadhala	54635	22984	1612	8092	1154	1500	1570	2889	4459	39801	72.8489
Kendua	57531	25675	1748	5723	1743	1762	2580	4788	7368	44019	76.5135
Netrokona Sadar	67852	27572	3454	8446	540	2709	2973	3795	6768	49489	72.9367
Durgapur	45675	17090	2052	8047	1730	1487	1924	3551	5475	35881	78.5572
Barhatta	33536	14487	1614	4721	1343	809	1377	2365	3742	26716	79.6636
Mohonganj	30761	13307	1085	3487	1095	725	1558	2784	4342	24041	78.1542
Khaliajhuri	17081	6975	1361	2249	427	295	380	1581	1961	13268	77.6770

 
