   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gangachara	67573	20589	1445	14742	1089	4156	5609	4233	9842	51863	76.7511
Pirganj	93900	40327	3665	14321	3574	3186	4583	5543	10126	75199	80.0841
Pirgachha	74019	26744	2813	16649	2626	2786	3359	4014	7373	58991	79.6971
Badarganj	64650	22685	2018	8098	458	2669	9043	4163	13206	49134	76.0000
Mithapukur	115361	47276	4986	18908	2492	5686	4037	5534	9571	88919	77.0789
Kaunia	48350	16448	1950	10459	708	2162	2914	2705	5619	37346	77.2410
Rangpur Sadar	135711	50630	9663	26166	1403	6220	5207	7985	13192	107274	79.0459
Taraganj	34559	12614	890	5051	411	2317	2471	2935	5406	26689	77.2274

 
