   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:02
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	17556	6891	847	3032	929	593	866	855	1721	14013	79.8189
Khagrachhari Sadar	18634	7042	816	3185	592	1565	698	875	1573	14773	79.2798
Mahalchhari	9089	4201	222	1335	301	284	526	241	767	7110	78.2264
Panchhari	10900	5704	340	1079	228	384	269	252	521	8256	75.7431
Ramgarh	12363	5601	529	1862	223	360	204	286	490	9065	73.3236
Manikchhari	11290	3543	240	2534	314	535	265	1037	1302	8468	75.0044
Matiranga	24576	9402	1096	4290	711	942	1564	1625	3189	19630	79.8747
Lakshmichhari	5602	2548	143	495	484	144	160	324	484	4298	76.7226

 
