   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:43
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	62663	24173	2757	13198	755	1376	1246	3090	4336	46595	74.3581
Roumari	42578	15476	2223	10351	1837	1020	1604	1382	2986	33893	79.6021
Kurigram Sadar	72026	29210	1947	16059	640	998	2348	3877	6225	55079	76.4710
Ulipur	98942	45983	2258	20855	1788	1561	1619	2440	4059	76504	77.3221
Nageswari	92372	40252	2050	18235	2476	1580	5199	4656	9855	74448	80.5959
Chilmari	28827	12874	1076	4378	1039	1024	924	1577	2501	22892	79.4117
Fulbari	36490	14178	974	7833	661	973	2071	3532	5603	30222	82.8227
Char Rajibpur	19985	5103	2527	4585	530	413	749	281	1030	14188	70.9932
Rajarhat	46098	17506	1666	9597	628	948	1388	2389	3777	34122	74.0206

 
