   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dherai	40264	13849	3796	4654	1987	1760	1827	3934	5761	31807	78.9961
Sunamganj Sadar	42671	14823	2739	6501	1163	2679	711	3447	4158	32063	75.1400
Dharmapasa	43512	17060	3039	6165	1541	2512	520	3816	4336	34653	79.6401
Sulla	19648	6412	1800	2846	657	674	778	1866	2644	15033	76.5116
Tahirpur	36114	13112	2103	5595	1588	2054	1765	2458	4223	28675	79.4013
Chhatak	54385	19243	6534	6351	3108	774	2789	5141	7930	43940	80.7943
Jogonnathpur	33898	11662	2572	3914	1284	1604	2060	3736	5796	26832	79.1551
Jamalganj	29408	11858	2662	4853	743	1037	444	1945	2389	23542	80.0530
Bishwamvarpur	26571	9621	2015	3962	972	1210	1648	1707	3355	21135	79.5416
Dowara Bazar	38799	16108	1902	5415	777	1671	1924	2036	3960	29833	76.8912
Sadar (South)	27999	9768	1779	3875	1102	1250	1116	2509	3625	21399	76.4277

 
