   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atpara	26039	12462	727	2665	257	1039	1404	1187	2591	19741	75.8132
Kalmakanda	50472	24826	3246	5322	1406	1343	2012	1880	3892	40035	79.3212
Modan	27121	13938	1080	2393	503	961	1291	901	2192	21067	77.6778
Purbadhala	55847	23798	1626	8331	1124	1971	1568	2912	4480	41330	74.0058
Kendua	57727	25715	1716	5734	1799	2029	2534	4708	7242	44235	76.6279
Netrokona Sadar	67963	28993	3614	8530	545	3054	2933	3844	6777	51513	75.7957
Durgapur	45367	16879	1925	7803	1691	1706	1958	3609	5567	35571	78.4072
Barhatta	33525	14513	1556	4664	1251	970	1394	2421	3815	26769	79.8479
Mohonganj	31075	13574	1080	3400	1030	820	1412	2749	4161	24065	77.4417
Khaliajhuri	17135	6944	1287	2190	358	325	382	1597	1979	13083	76.3525

 
