   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:30
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gangachara	61174	19642	661	12409	739	1851	4755	4296	9051	44353	72.5030
Pirganj	86492	39107	2957	13829	3434	1084	3934	3724	7658	68069	78.6998
Pirgachha	71352	29985	1701	14484	2205	1353	2349	4273	6622	56350	78.9747
Badarganj	61754	22319	1590	5880	824	1057	8182	6107	14289	45959	74.4227
Mithapukur	114258	52046	4045	18109	2136	2074	3406	4983	8389	86799	75.9675
Kaunia	47059	18293	1504	9900	560	1186	2291	2302	4593	36036	76.5762
Rangpur Sadar	125388	40901	5530	36000	1353	2980	3581	6086	9667	96431	76.9061
Taraganj	30548	11717	666	3647	553	928	2242	2676	4918	22429	73.4222

 
