   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	94759	41941	8262	6110	3096	2002	1042	11551	12593	74004	78.0971
Nagarpur	65160	28530	4343	6886	1488	2731	358	4745	5103	49081	75.3238
Bhuapur	42412	15839	4002	7543	1278	2854	840	1405	2245	33761	79.6025
Ghatail	102242	43274	7171	13863	1862	4355	3547	5942	9489	80014	78.2594
Basail	38930	14825	3025	3898	2187	2111	891	3009	3900	29946	76.9227
Tangail Sadar	119260	39749	12811	18888	2359	7063	2936	9310	12246	93116	78.0781
Kalihati	85705	34099	8203	11866	2062	3916	1514	6342	7856	68002	79.3443
Modhupur	113467	53245	5887	16267	1265	3943	4394	6063	10457	91064	80.2559
Gopalpur	58000	21993	4911	9274	1449	2557	1895	3795	5690	45874	79.0931
Shakhipur	68182	31960	3953	4465	1277	1764	1857	3760	5617	49036	71.9193
Delduar	47444	18792	4050	4491	1044	1680	925	4951	5876	35933	75.7377

 
