   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	62764	22606	3919	13947	754	2154	1511	3287	4798	48178	76.7606
Roumari	44116	13331	3309	10881	1837	1484	2098	1251	3349	34191	77.5025
Kurigram Sadar	75318	28495	1937	17216	712	2087	2624	4434	7058	57505	76.3496
Ulipur	103772	43970	3250	19064	2766	3601	1762	2942	4704	77355	74.5432
Nageswari	100406	38303	2827	19057	2251	3476	5178	4187	9365	75279	74.9746
Chilmari	31082	13254	1305	4744	1479	2310	965	1604	2569	25661	82.5590
Fulbari	40117	13974	725	9287	419	1536	1973	3149	5122	31063	77.4310
Char Rajibpur	22638	5928	2970	5778	546	1016	1181	313	1494	17732	78.3285
Rajarhat	47827	18947	1642	10340	817	1500	1506	2657	4163	37409	78.2173

 
