   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	54634	21377	2644	8863	1900	784	795	3066	3861	39429	72.1693
Rayganj	63633	31806	2046	8264	1910	451	1336	2043	3379	47856	75.2063
Tarash	42925	21763	1352	4833	707	468	1142	1095	2237	31360	73.0577
Sirajganj Sadar	78389	33916	4952	14067	2120	348	1066	2055	3121	58524	74.6584
Kamarkhand	26689	11333	1113	4176	1051	244	226	843	1069	18986	71.1379
Chouhali	17428	7610	726	2793	702	293	229	364	593	12717	72.9688
Ullahpara	114815	49831	6656	20521	2751	1420	1786	3962	5748	86927	75.7105
Belkuchi	55892	27340	3634	4800	1751	135	649	1102	1751	39411	70.5128
Shazadpur	115111	39604	5306	27672	3524	882	285	3569	3854	80842	70.2296

 
