   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	16480	5607	1082	2824	1003	161	586	764	1350	12027	72.9794
Khagrachhari Sadar	17554	6908	723	2922	418	793	538	773	1311	13075	74.4844
Mahalchhari	8703	3394	222	1138	191	231	311	294	605	5781	66.4254
Panchhari	10238	5587	159	783	119	286	231	247	478	7412	72.3970
Ramgarh	11267	4894	476	1512	431	340	264	333	597	8250	73.2227
Manikchhari	9753	2435	219	2019	408	339	228	914	1142	6562	67.2819
Matiranga	21975	8671	1051	4052	574	616	1117	1413	2530	17494	79.6086
Lakshmichhari	5215	2434	105	449	291	30	99	287	386	3695	70.8533

 
