Data,Organisation unit,Value
No. of mother received PNC 2 services at facility,"Jamalpur District Hospital, Jamalpur",1337.0
No.  of mother received  ANC 4,"Thakurgaon District Hospital, Thakurgaon",537.0
No. of Safe Blood Transfusions,"Sunamganj District Hospital, Sunamganj",108.0
No. of other pregnancy related Surgeries,"Thakurgaon District Hospital, Thakurgaon",499.0
No. of total Neonatal Deaths,"Bagerhat District Hospital, Bagerhat",14.0
No. of newborn received PNC 2 services at facility,"M.Bazar District Hospital, M.Bazar",2292.0
No. of Normal Deliveries,"Barguna District Hospital, Barguna",1025.0
No. of babies born with less than 2000 gm of weight,"M.Bazar District Hospital, M.Bazar",72.0
No. of newborn not breathe or cry spontaneously at birth,"Thakurgaon District Hospital, Thakurgaon",45.0
No.  of mother received  ANC 4,"M.Bazar District Hospital, M.Bazar",163.0
No. of cases with Antepartum Hemorrhage (Complication2),"Barguna District Hospital, Barguna",19.0
No. of cases with Septic Abortion (Complication6),"Jamalpur District Hospital, Jamalpur",61.0
No. of cases with retained Placenta (Complication10),Sirajganj General Hospital,175.0
No. of Still Births,"Narail District Hospital, Narail",78.0
No of newborn received skin to skin care immediate after birth,"Barguna District Hospital, Barguna",670.0
No. of cases with Ruptured Uterus (Complication5),"Panchagarh District Hospital, Panchagarh",0.0
No.  of mother received  ANC 1,"Bagerhat District Hospital, Bagerhat",5347.0
Other obstetric complications (Complication 14),"M.Bazar District Hospital, M.Bazar",87.0
No. of newborn not breathe or cry spontaneously at birth,"M.Bazar District Hospital, M.Bazar",44.0
No. of cases with Leaking Membrane (Complication13),"Bagerhat District Hospital, Bagerhat",70.0
No. of mother received PNC 2 services at facility,"Patuakhali District Hospital, Patuakhali",3200.0
Number of  3◦ /4◦ perineal tear repair surgery,"Panchagarh District Hospital, Panchagarh",68.0
No. of newborn delivered in the facility referred out,Sirajganj General Hospital,35.0
No. of Destructive Operation,"Bagerhat District Hospital, Bagerhat",1.0
No. of pregnant women received Misoprostol tablets,"Narail District Hospital, Narail",1137.0
Other obstetric complications (Complication 14),"Thakurgaon District Hospital, Thakurgaon",70.0
No. of newborn delivered in the facility referred out,"Patuakhali District Hospital, Patuakhali",122.0
No. of Maternal Deaths(MD),"Barguna District Hospital, Barguna",7.0
No. of cases with non-specific Abortion (Complication7),"Panchagarh District Hospital, Panchagarh",159.0
No. of cases with Hydatiform Mole (Complication12),"Barguna District Hospital, Barguna",8.0
No. of women given birth between 24-34 completed gestational,"Panchagarh District Hospital, Panchagarh",221.0
No. of cases with Antepartum Hemorrhage (Complication2),Sirajganj General Hospital,88.0
No. of Normal Deliveries,Sirajganj General Hospital,1532.0
No. of cases with Septic Abortion (Complication6),"Patuakhali District Hospital, Patuakhali",15.0
No.  of mother received  ANC 2,"Panchagarh District Hospital, Panchagarh",47.0
No.  of mother received  ANC 3,"M.Bazar District Hospital, M.Bazar",279.0
No. of newborn delivered in the facility referred out,"Barguna District Hospital, Barguna",15.0
No. of Normal Deliveries,"Patuakhali District Hospital, Patuakhali",1793.0
No.  of  postpartum  FP  method  was  used,"Jamalpur District Hospital, Jamalpur",138.0
No. of mother received PNC 2 services at facility,Sirajganj General Hospital,949.0
No. of newborn resuscitated with stimulation only (without bag-mask ventilation) after drying,"M.Bazar District Hospital, M.Bazar",31.0
No. of cases with Post-Partum Hemorrhage (Complication11),"M.Bazar District Hospital, M.Bazar",99.0
No. of Forceps/ Vacuum/ Breech delivery,"Jamalpur District Hospital, Jamalpur",18.0
No. of cases with Leaking Membrane (Complication13),"Sunamganj District Hospital, Sunamganj",55.0
No. of cases with Ectopic Pregnancy (Complication8),"Thakurgaon District Hospital, Thakurgaon",2.0
No. of mother received PNC 1 services at facility,"Panchagarh District Hospital, Panchagarh",870.0
Number of  3◦ /4◦ perineal tear  (with fecal incontinence) who were discharged closed and dry,"Panchagarh District Hospital, Panchagarh",55.0
No. of cases with Prolonged/ Obstructed Labor (Complication1),"M.Bazar District Hospital, M.Bazar",153.0
no. of normal deliveries with Misoprostol,"M.Bazar District Hospital, M.Bazar",0.0
No. of cases with retained Placenta (Complication10),"Patuakhali District Hospital, Patuakhali",188.0
No. of newborn delivered in the facility referred out,"Jamalpur District Hospital, Jamalpur",166.0
No. of pregnant women received Misoprostol tablets,"Jamalpur District Hospital, Jamalpur",194.0
No. of Maternal Deaths(MD),Sirajganj General Hospital,18.0
No. of patients Referred Out,"Bagerhat District Hospital, Bagerhat",50.0
No. of cases with Hydatiform Mole (Complication12),"Patuakhali District Hospital, Patuakhali",30.0
No. of newborn received PNC 1 services at facility,"Sunamganj District Hospital, Sunamganj",1896.0
No. of Live Births (LB),"Panchagarh District Hospital, Panchagarh",2212.0
No. of cases with Septic Abortion (Complication6),"Barguna District Hospital, Barguna",164.0
No.  of mother received  ANC 1,"Sunamganj District Hospital, Sunamganj",2333.0
No. of Still Births,"Sunamganj District Hospital, Sunamganj",208.0
No of newborn received skin to skin care immediate after birth,Sirajganj General Hospital,1091.0
No. of  neonatal  death reviewed,"Panchagarh District Hospital, Panchagarh",134.0
No. of newborn received PNC 1 services at facility,"Thakurgaon District Hospital, Thakurgaon",1792.0
No. of total Neonatal Deaths,"Narail District Hospital, Narail",38.0
No.  of  postpartum  FP  method  was  used,"Sunamganj District Hospital, Sunamganj",57.0
No. of patients Referred Out,"M.Bazar District Hospital, M.Bazar",315.0
No. of newborn initiated breastfeeding within 1 hour after birth,"Thakurgaon District Hospital, Thakurgaon",1792.0
No. of Forceps/ Vacuum/ Breech delivery,Sirajganj General Hospital,17.0
No. of other pregnancy related Surgeries,"M.Bazar District Hospital, M.Bazar",319.0
No. of cases with retained Placenta (Complication10),"Barguna District Hospital, Barguna",81.0
Total No. of low birth weight babies ( less than 2500 ),"M.Bazar District Hospital, M.Bazar",85.0
No. of  newborn received 7.1 Chlorhexidine in the umbilical cord,"Panchagarh District Hospital, Panchagarh",1377.0
No. of Still Births,"Patuakhali District Hospital, Patuakhali",180.0
No. of postpartum mother/ pregnant women referred out,"Panchagarh District Hospital, Panchagarh",111.0
No. of women received Post Natal Care (PNC),"Barguna District Hospital, Barguna",631.0
No. of Forceps/ Vacuum/ Breech delivery,"Narail District Hospital, Narail",5.0
No. of cases with Antepartum Hemorrhage (Complication2),"Jamalpur District Hospital, Jamalpur",125.0
No. of cases with other Pregnancy/ Delivery related Complications,Sirajganj General Hospital,1391.0
No.  of  postpartum  FP  method  was  used,"Bagerhat District Hospital, Bagerhat",2.0
No. of patients Referred In,"Barguna District Hospital, Barguna",546.0
No. of genital fistula patients discharged with fistula not closed (Indoor),"Panchagarh District Hospital, Panchagarh",6.0
No. of cases with Leaking Membrane (Complication13),"Thakurgaon District Hospital, Thakurgaon",296.0
No. of Vaginal Deliveries with Breech or Face Presentation,"Panchagarh District Hospital, Panchagarh",1.0
No. of pregnant mother admitted for delivery or obstructed complication in facility,"Thakurgaon District Hospital, Thakurgaon",5006.0
No. of mother received PNC 2 services at facility,"Sunamganj District Hospital, Sunamganj",332.0
No. of newborn received PNC 1 services at facility,"Narail District Hospital, Narail",1817.0
No. of normal deliveries with AMTSL at facility level,"Panchagarh District Hospital, Panchagarh",1137.0
No. of cases with other Pregnancy/ Delivery related Complications,"Panchagarh District Hospital, Panchagarh",111.0
No. of patients Referred Out,"Narail District Hospital, Narail",120.0
No. of cases with Septic Abortion (Complication6),"Sunamganj District Hospital, Sunamganj",200.0
No. of Still Births,"Jamalpur District Hospital, Jamalpur",265.0
No.  of mother received  ANC 1,"Jamalpur District Hospital, Jamalpur",11642.0
No. of newborn received PNC 2 services at facility,"Bagerhat District Hospital, Bagerhat",278.0
No. of cases with Post-Partum Hemorrhage (Complication11),"Bagerhat District Hospital, Bagerhat",24.0
No. of cases of full term pregnancy with Hand or Cord Prolapse (Complication4),"Panchagarh District Hospital, Panchagarh",53.0
No. of cases with Puerperal Sepsis (Complication9),"Panchagarh District Hospital, Panchagarh",0.0
No. of normal deliveries with AMTSL at facility level,Sirajganj General Hospital,1771.0
No. of newborn received delayed bath (after 3 days),"Bagerhat District Hospital, Bagerhat",30.0
No. of pregnant women received Misoprostol tablets,Sirajganj General Hospital,16.0
No. of patients Referred In,Sirajganj General Hospital,301.0
No. of pregnant women received Misoprostol tablets,"Bagerhat District Hospital, Bagerhat",191.0
No. of cases with Septic Abortion (Complication6),"Narail District Hospital, Narail",5.0
No. of cases with Post-Partum Hemorrhage (Complication11),"Sunamganj District Hospital, Sunamganj",99.0
No. of cases with Leaking Membrane (Complication13),"M.Bazar District Hospital, M.Bazar",226.0
No. of pregnant women received Misoprostol tablets,"Patuakhali District Hospital, Patuakhali",0.0
No. of Forceps/ Vacuum/ Breech delivery,"Barguna District Hospital, Barguna",13.0
No.  of mother received  ANC 1,"Patuakhali District Hospital, Patuakhali",5093.0
No. of cases of full term pregnancy with Hand or Cord Prolapse (Complication4),"M.Bazar District Hospital, M.Bazar",32.0
No. of cases with Post-Partum Hemorrhage (Complication11),"Narail District Hospital, Narail",72.0
no. of normal deliveries with Misoprostol,"Thakurgaon District Hospital, Thakurgaon",75.0
No. of pregnant women received Misoprostol tablets,"Sunamganj District Hospital, Sunamganj",86.0
No. of cases with Hydatiform Mole (Complication12),Sirajganj General Hospital,2.0
No. of cases with Antepartum Hemorrhage (Complication2),"Panchagarh District Hospital, Panchagarh",91.0
No. of cases with Septic Abortion (Complication6),Sirajganj General Hospital,91.0
No. of women received Post Natal Care (PNC),"Patuakhali District Hospital, Patuakhali",1131.0
No.  of  postpartum  FP  method  was  used,"Barguna District Hospital, Barguna",141.0
No.  of mother received  ANC 1,"Narail District Hospital, Narail",12597.0
No. of postpartum mother/ pregnant women referred out,"Thakurgaon District Hospital, Thakurgaon",81.0
No. of patients Referred Out,"Sunamganj District Hospital, Sunamganj",81.0
No. of newborn resuscitated with stimulation only (without bag-mask ventilation) after drying,"Thakurgaon District Hospital, Thakurgaon",203.0
No. of newborn initiated breastfeeding within 1 hour after birth,"Bagerhat District Hospital, Bagerhat",623.0
No. of newborn received PNC 1 services at facility,"Bagerhat District Hospital, Bagerhat",625.0
No. of Still Births,"Bagerhat District Hospital, Bagerhat",27.0
No. of newborn received delayed bath (after 3 days),"Sunamganj District Hospital, Sunamganj",382.0
No. of newborn received PNC 2 services at facility,"Sunamganj District Hospital, Sunamganj",290.0
