ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 3-5 years-Attending school-Male,Population aged 3-5 years-Attending school-Female,Population aged 3-5 years-Not attending school-Male,Population aged 3-5 years-Not attending school-Female,Population aged 6-10 years-Attending school-Male,Population aged 6-10 years-Attending school-Female,Population aged 6-10 years-Not attending school-Male,Population aged 6-10 years-Not attending school-Female,Population aged 11-14 years-Attending school-Male,Population aged 11-14 years-Attending school-Female,Population aged 11-14 years-Not attending school-Male,Population aged 11-14 years-Not attending school-Female,check_var
47,12,35,052,01,01,  Patharghata,0,0,6,7,7,8,1,7,11,7,1,0,00000
47,12,35,052,02,01,  Baguladanga,0,0,2,5,2,4,2,4,5,6,0,0,00000
47,12,47,359,01,01,  Paschim Halia,2,0,22,18,22,21,14,16,43,43,13,9,00000
47,12,47,359,02,01,  Purba Halia,3,10,20,24,25,50,1,4,52,25,5,2,00000
47,12,47,359,03,01,  Chandmari,2,3,11,10,20,13,7,5,25,25,2,1,00000
47,12,47,710,01,01,  Naoailtala,1,1,32,31,55,48,22,19,57,68,17,13,00000
47,12,47,710,02,01,  Hajirabad,0,5,6,8,14,18,10,8,13,8,8,16,00000
47,12,59,127,01,01,  Barun Para,1,0,14,21,25,32,2,4,24,22,4,1,00000
47,12,59,127,02,01,  Mathbanga,0,0,5,2,10,8,0,0,5,4,0,0,00000
47,12,59,127,03,01,  Masiar Danga,1,1,5,3,9,9,2,1,14,12,0,0,00000
47,12,59,239,01,01,  Charkhali Machaila,0,0,10,10,17,18,4,1,11,4,0,2,00000
47,12,59,239,02,01,  Tengramari,2,0,5,5,14,8,1,1,7,7,0,0,00000
47,12,59,239,03,01,  Jharbhanga,1,2,6,4,5,8,0,1,8,3,1,0,00000
47,12,59,523,01,01,  Katamari,0,0,6,9,11,16,2,3,11,12,2,0,00000
47,12,59,523,02,01,  Gopalkhali,0,0,7,9,8,17,6,3,8,10,5,2,00000
47,12,59,523,03,01,  Deoatala,0,0,29,34,59,44,9,5,38,33,2,3,00000
47,12,59,546,01,01,  Katianangla,8,6,46,42,83,74,5,11,60,65,18,13,00000
47,12,59,546,02,01,  Amtala,3,1,31,24,48,36,16,15,28,34,5,2,00000
47,12,59,546,03,01,  Kodaldhoa,1,0,1,1,4,1,0,0,2,2,0,0,00000
47,12,59,546,04,01,  Gondhamari,0,2,1,7,12,13,1,0,7,7,1,0,00000
47,12,59,546,05,01,  Kanthaltala,0,1,6,4,10,8,0,0,5,5,0,0,00000
47,12,59,546,06,01,  Goalbari,2,2,1,9,13,7,1,1,7,9,0,2,00000
47,12,59,546,07,01,  Gangaram,0,1,8,7,11,9,0,3,8,6,2,3,00000
47,12,71,246,01,01,  Chhaygharia,5,5,20,20,49,46,8,9,34,27,4,2,00000
47,12,71,246,02,01,  Guptamari,0,1,10,6,8,8,2,3,9,9,4,0,00000
47,12,71,246,03,01,  Dauniafad,3,2,10,7,38,92,2,2,61,68,6,1,00000
47,12,71,246,04,01,  Chakrakhali,1,0,17,17,41,43,9,9,46,37,4,2,00000
47,12,71,246,05,01,  Badnakhali,0,0,9,5,10,16,3,3,9,15,3,1,00000
47,12,71,433,01,01,  Uttar Jalma,1,2,2,4,23,19,1,0,17,10,0,2,00000
47,12,71,433,02,01,  Kachubunia,2,0,3,6,14,12,0,0,11,13,2,0,00000
47,12,71,635,01,01,  Krishnanagar,7,11,152,129,280,178,72,60,242,155,56,28,00000
47,12,71,635,02,01,  Mahammad Nagar,20,28,161,153,222,199,78,76,159,148,62,37,00000
47,12,71,635,03,01,  Saubjpalli,23,15,61,75,152,119,29,25,93,85,22,20,00000
47,12,71,680,01,01,  Mathabhanga,5,5,32,40,64,65,13,14,30,53,9,5,00000
47,12,71,680,02,01,  Putimari,0,1,76,77,116,124,46,34,72,74,33,17,00000
47,12,71,800,01,01,  Uttar Raingamari,0,1,18,14,21,9,11,15,15,19,5,1,00000
47,12,71,800,02,01,  Dakshin Raingamari,0,2,5,2,3,8,0,1,5,9,0,0,00000
47,12,71,800,03,01,  Gajalmari,0,1,16,16,11,13,10,11,12,10,5,2,00000
47,12,71,800,04,01,  Joypur,1,0,16,8,14,16,9,4,12,9,1,1,00000
47,12,71,800,05,01,  Nabojalma,0,0,11,5,11,10,2,4,13,13,0,2,00000
47,12,71,800,06,01,  Santinagar,1,3,21,38,40,50,13,15,37,43,17,3,00000
47,12,71,815,01,01,  Rajbandh,6,7,60,49,114,101,14,23,75,68,9,2,00000
47,12,71,815,02,01,  Joykhali,2,1,27,34,27,33,21,12,28,32,6,1,00000
47,12,71,815,03,01,  Ghola,8,6,40,26,55,52,16,10,42,42,12,4,00000
47,12,71,815,04,01,  Koiarbazar,4,2,29,13,37,58,16,9,16,29,9,9,00000
47,12,71,860,01,01,  Sanchibunia,4,2,82,55,95,94,33,20,92,96,20,5,00000
47,12,71,860,02,01,  Nijkhamar,1,1,16,21,28,29,5,14,30,40,3,2,00000
47,12,71,860,03,01,  Chara,1,2,14,16,16,14,13,8,27,17,8,3,00000
47,12,71,860,04,01,  Hogladanga,9,11,28,15,40,54,4,7,40,34,3,5,00000
47,12,71,860,05,01,  Dargatala,0,2,13,5,16,15,7,13,18,14,3,4,00000
47,12,83,201,01,01,  Bunarabad,9,7,68,61,92,103,21,21,53,69,17,16,00000
47,12,83,201,02,01,  Sankimari,0,0,3,2,2,4,2,1,5,3,0,0,00000
47,12,83,201,03,01,  Nailkhali,0,0,8,12,10,8,7,4,5,11,1,1,00000
47,12,83,314,01,01,  Gaonghara,3,2,42,40,73,75,15,8,32,39,16,10,00000
47,12,83,314,02,01,  Char Danga,1,1,10,9,20,15,9,14,8,17,9,5,00000
47,12,83,314,03,01,  Chandardanga,0,1,40,42,75,77,23,16,48,41,9,10,00000
47,12,83,314,04,01,  Gaonghara Uttar Para,8,6,43,46,90,98,17,16,66,65,22,8,00000
47,12,83,321,01,01,  Gariardanga,5,2,20,15,31,26,3,3,22,20,2,1,00000
47,12,83,321,02,01,  Hoglarbuna,1,1,12,16,23,21,4,2,17,16,1,3,00000
47,12,83,471,01,01,  Kalyansree,3,0,31,35,54,53,9,9,33,38,9,5,00000
47,12,83,471,02,01,  Chhatra Bil,7,1,26,14,43,43,12,10,21,20,13,5,00000
47,12,83,471,03,01,  Udarbanga,1,0,14,14,16,20,5,7,11,8,1,3,00000
47,12,83,807,01,01,  Roypur,3,8,39,29,41,39,16,15,53,41,8,9,00000
47,12,83,807,02,01,  Bhagabatipur,0,2,16,16,28,43,4,2,23,13,0,0,00000
47,17,10,039,01,01,  Paschim Bajua,3,8,54,59,102,86,18,19,85,75,6,6,00000
47,17,10,039,02,01,  Purba Bajua,42,34,83,77,188,202,35,26,166,151,28,12,00000
47,17,10,039,03,01,  Bererkhali,14,8,5,12,24,26,0,0,26,22,4,0,00000
47,17,10,039,04,01,  Chand Para,9,9,8,7,31,21,1,0,13,28,2,3,00000
47,17,13,079,01,01,  Paschim Banishanta,13,9,10,10,30,30,4,4,23,29,1,3,00000
47,17,13,079,02,01,  Uttar Banishanta,0,0,24,19,29,34,17,17,39,35,4,2,00000
47,17,13,079,03,01,  Andhar Manik,1,1,15,12,15,8,4,5,21,19,5,2,00000
47,17,13,079,04,01,  Jharkhali,0,0,4,11,14,16,2,3,27,13,0,2,00000
47,17,13,079,05,01,  Kakra Bunia,0,2,19,19,32,31,6,9,24,25,6,4,00000
47,17,13,079,06,01,  Purba Amtala,0,0,52,50,56,47,52,58,53,41,27,24,00000
47,17,13,079,07,01,  Paschim Amtala,10,2,21,25,61,77,18,3,47,70,7,4,00000
47,17,13,079,08,01,  Dakshin Banishanta,3,1,34,46,68,68,18,12,57,50,5,8,00000
47,17,13,079,09,01,  Banishanta Bazar,1,0,9,13,24,6,10,22,16,11,7,7,00000
47,17,13,079,10,01,  Purba Banishanta(Pross),0,0,7,6,15,11,5,2,4,5,0,2,00000
47,17,13,079,11,01,  Purba Dangmari,4,4,36,34,70,64,16,12,47,46,18,9,00000
47,17,13,079,12,01,  Purba Bhojankhali,0,1,16,19,18,12,9,9,16,18,3,7,00000
47,17,13,079,13,01,  Paschim Bhojankhali,1,2,11,11,18,19,6,0,10,8,3,5,00000
47,17,13,079,14,01,  Purba Khejuria,4,2,33,23,39,43,16,24,36,55,13,14,00000
47,17,13,079,15,01,  Paschim Khejuria,0,0,34,24,50,45,11,8,36,55,7,6,00000
47,17,13,079,16,01,  Patikhata,0,1,4,9,4,10,4,5,14,18,1,0,00000
47,17,13,079,17,01,  Paschim Dangmari,1,1,25,31,43,44,15,7,62,41,6,4,00000
47,17,21,716,01,01,  Khuthakhali Bazar,10,7,26,23,47,63,5,7,38,53,4,2,00000
47,17,21,716,02,01,  Khuthakhali,9,12,47,43,92,79,12,13,78,69,7,9,00000
47,17,21,716,03,01,  Laudubi Pasharer Dhar,4,16,23,13,54,40,8,8,32,37,10,5,00000
47,17,21,716,04,01,  Laudubi,18,13,24,32,78,72,15,14,61,52,5,7,00000
47,17,21,716,05,01,  Kalikabati,3,3,24,18,32,46,9,9,37,33,6,4,00000
47,17,21,716,06,01,  Barabak,0,1,33,31,33,41,12,9,36,39,8,2,00000
47,17,21,716,07,01,  Burir Dabar,0,0,19,12,12,15,15,12,12,17,4,4,00000
47,17,21,716,08,01,  Harintani,0,2,8,9,14,23,3,2,22,24,3,2,00000
47,17,42,278,01,01,  Dacope-2,4,0,20,26,55,39,0,16,38,44,4,3,00000
47,17,42,278,02,01,  Singjora,0,0,7,8,18,15,5,1,21,14,0,0,00000
47,17,42,278,03,01,  Madia,1,0,9,10,19,13,7,4,16,13,3,1,00000
47,17,42,278,04,01,  Chhota Bunia,0,2,17,11,9,17,5,2,11,11,0,0,00000
47,17,42,278,05,01,  Dakshin Dacope,0,2,10,6,20,11,3,2,17,25,0,0,00000
47,17,42,875,01,01,  Saheberabad,8,2,65,53,124,103,10,9,96,80,4,5,00000
47,17,42,875,02,01,  Odabunia,1,1,12,8,26,22,4,5,28,24,1,1,00000
47,17,42,875,03,01,  Bhadla Bunia,6,5,5,2,11,7,0,1,15,11,0,1,00000
47,17,42,875,04,01,  Kakrabunia,0,0,7,4,18,11,4,5,11,20,4,1,00000
47,17,52,318,01,01,  Dhopadihi,15,10,56,53,103,93,12,13,94,111,13,1,00000
47,17,52,318,02,01,  Ramnagar,32,31,43,42,150,148,7,6,136,124,8,9,00000
47,17,63,915,01,01,  Channir Chak,5,10,3,0,21,21,0,0,8,15,1,2,00000
47,17,63,915,02,01,  Jaliakhali,4,3,11,22,40,21,10,6,25,14,0,2,00000
47,17,63,915,03,01,  Sreenagar,1,4,38,26,66,66,8,5,55,60,8,2,00000
47,17,63,915,04,01,  Satgharia,2,1,29,23,34,23,10,12,37,31,1,11,00000
47,17,63,915,05,01,  Bhitabhanga,1,0,28,17,23,36,7,8,25,45,14,5,00000
47,17,63,915,06,01,  Shibnagar,0,0,11,11,20,12,6,5,17,26,1,5,00000
47,17,63,915,07,01,  Joynagar,0,5,54,43,76,91,7,12,64,60,9,6,00000
47,17,63,915,08,01,  Saharabad,0,1,27,11,53,41,7,2,41,27,6,2,00000
47,17,63,915,09,01,  Rajnagar,0,0,4,1,6,7,2,2,6,3,0,0,00000
47,17,63,915,10,01,  Kalinagar,6,0,37,27,43,62,25,7,54,53,11,3,00000
47,17,63,915,11,01,  Par Joynagar,9,4,52,44,90,83,30,26,77,70,21,19,00000
47,17,63,915,12,01,  Rekhamari,1,1,4,3,19,13,0,2,9,4,1,1,00000
47,17,63,915,13,01,  Fakirdanga,0,0,4,2,3,5,3,0,4,10,0,0,00000
47,17,69,676,01,01,  Kamarabad,0,0,18,24,20,22,9,8,23,30,5,4,00000
47,17,69,676,02,01,  Lakshmikhola,4,4,58,62,89,96,23,18,86,72,22,7,00000
47,17,69,835,01,01,  Pankhali (Part),16,5,114,113,159,159,45,40,97,123,35,22,00000
47,17,69,835,02,01,  Hoglabunia,2,7,33,25,64,56,6,15,53,40,16,9,00000
47,17,69,835,03,01,  Katabunia,1,0,18,27,27,35,10,8,28,27,17,5,00000
47,17,84,159,01,01,  Batbunia,4,8,43,29,67,80,4,9,58,55,2,3,00000
47,17,84,159,02,01,  Badalbunia,3,7,10,9,27,14,2,0,16,13,1,3,00000
47,17,84,159,03,01,  Joynagar,1,2,6,6,13,12,1,1,6,3,0,2,00000
47,17,84,199,01,01,  Kaminibasi,6,2,13,22,36,26,12,6,29,38,2,2,00000
47,17,84,199,02,01,  Raskholarpar,6,0,22,25,52,53,16,10,41,34,8,3,00000
47,17,84,199,03,01,  Nishankhali,4,1,8,12,17,22,3,3,9,10,2,2,00000
47,17,84,199,04,01,  Datta Chak,3,5,18,19,36,17,7,13,33,33,3,4,00000
47,17,84,199,05,01,  Kakrabunia-3,5,7,6,6,8,18,4,7,11,7,3,4,00000
47,17,84,199,06,01,  Arakhali,0,2,20,19,28,19,2,1,24,21,2,2,00000
47,17,84,199,07,01,  Tentultala,3,2,6,8,17,22,1,2,20,14,1,0,00000
47,17,84,199,08,01,  Uder Para,5,3,5,9,35,27,2,2,22,18,2,0,00000
47,17,84,199,09,01,  Chhota Batbunia,3,5,9,6,20,11,0,0,15,13,1,1,00000
47,17,84,358,01,01,  Naldanga,1,3,36,24,44,55,6,9,37,29,12,6,00000
47,17,84,358,02,01,  Andhar Manik,5,4,6,5,24,17,1,0,14,14,0,1,00000
47,17,84,358,03,01,  Humakhali,2,1,27,23,33,42,10,12,26,32,10,7,00000
47,17,84,358,04,01,  Garkhali,0,0,10,12,17,24,6,7,17,14,9,4,00000
47,17,84,358,05,01,  Satyapir,0,0,17,12,16,16,4,4,17,11,2,3,00000
47,17,84,358,06,01,  Sardar Para,0,0,11,8,14,7,6,5,8,15,2,2,00000
47,17,84,358,07,01,  Kakrabunia,1,5,46,37,88,62,21,16,88,44,6,7,00000
47,17,84,358,08,01,  Chhota Balia,0,1,31,36,45,27,20,24,35,32,16,21,00000
47,17,84,995,01,01,  Chardanga,0,2,0,1,14,3,0,1,3,9,1,0,00000
47,17,84,995,02,01,  Mashamari,5,11,7,6,31,26,4,0,18,24,1,0,00000
47,17,84,995,03,01,  Bansh Talardanga,1,3,15,13,33,29,3,3,32,33,6,1,00000
47,17,84,995,04,01,  Majherdanga,0,0,7,10,11,19,3,5,12,27,4,1,00000
47,17,84,995,05,01,  Guchchhagram,0,0,8,5,3,9,2,2,5,2,1,1,00000
47,17,84,995,06,01,  Tildanga,1,1,17,8,27,30,1,2,13,16,2,3,00000
47,21,10,047,01,01,  Aranghata,35,26,102,90,214,159,22,26,170,163,20,13,00000
47,21,10,047,02,01,  Sarderdanga,5,1,40,27,51,44,15,8,55,39,8,0,00000
47,21,10,047,03,01,  Gaikur,19,17,117,113,235,194,50,27,156,164,15,9,00000
47,30,11,201,01,01,  Boyarsinga,1,2,15,19,35,38,4,5,17,24,1,3,00000
