year,data_element,geo_level,var_name,is_empty
Upazila,AntenatalCare(ANC),2009,lqGV3xf4MnW,False
Upazila,AntenatalCare(ANC),2009,EMN9ubIGpGh,False
Upazila,AntenatalCare(ANC),2009,wpDTeNQUuEb,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,oWkwB8F0w3f,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,cdqjn347Zbe,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,MXblPCxm6Ia,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,OzfEwSkZ4kh,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,RKcUUBUvIxK,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,nLlsYoYqGqn,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,uUyZkyMorh9,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,SoLefSrhJJF,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,qC4WmFe4Sxf,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,A7vvFInXZlW,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,SVSARodqRsF,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,wUfo3drDEPq,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,apI9ww6dgU0,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,WVUTbNsIZho,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,i7OYnjFmbtq,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,LdDyjYyRUtR,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,bbs88CxuR1T,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,bEbABqXqeRb,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,AOOjH9v3zmo,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,VFFB3D4uxoe,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,ENp0SuguC5q,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,TzSDGK3zAQs,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,sifbm7kXC3D,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,Uhghg4BVsVj,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,B0AF8ZpJl1j,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,xzPiVUW5fmB,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,YGlTjGHzk4R,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,IRChugZecUb,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,S1xfXnwEaCH,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,sEKesoM3EFz,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,xGCaTc7emVG,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,j7jbAKhLW1W,False
Upazila,07Vaccine&LogisticsstockofUpazilaMunCC,2009,DdAvaL0CFiG,False
