   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8700	3268	1561	1226	286	613	188	137	325	7279	83.6667
Rangunia	8813	2760	420	1641	338	529	114	917	1031	6719	76.2396
Doublemooring	11730	3393	2404	1988	467	198	310	448	758	9208	78.4996
Fatichhari	12455	3373	620	2362	271	334	32	790	822	7782	62.4809
Sitakunda	15710	6289	979	2511	589	578	47	774	821	11767	74.9013
Rawzan	8630	3478	605	892	387	124	17	574	591	6077	70.4171
Sandwip	9720	3631	321	1680	306	85	27	129	156	6179	63.5700
Chandlaish	5465	2570	290	400	136	111	26	368	394	3901	71.3815
Banshkhali	11289	4701	666	2197	101	110	80	177	257	8032	71.1489
Satkania	12046	4935	258	1422	504	275	58	644	702	8096	67.2090
Anwara	7586	3263	385	927	505	121	75	318	393	5594	73.7411
Patiya	5147	1735	331	741	228	206	10	372	382	3623	70.3905
Lohagora	11215	5175	989	2554	43	112	18	145	163	9036	80.5707

 
