   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:21
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8594	3074	1363	1031	204	372	127	133	260	6304	73.3535
Rangunia	17586	5765	634	2929	606	503	95	1375	1470	11907	67.7073
Doublemooring	11600	2605	1819	1550	444	95	274	389	663	7176	61.8621
Fatichhari	24733	8237	1396	4005	601	158	40	1315	1355	15752	63.6882
Sitakunda	14710	6240	972	2106	424	357	39	720	759	10858	73.8137
Rawzan	12197	4016	1236	1705	397	126	4	473	477	7957	65.2374
Sandwip	10179	3965	1606	1763	175	114	2	238	240	7863	77.2473
Chandlaish	5259	2008	391	795	258	121	16	350	366	3939	74.9002
Banshkhali	10265	5178	461	1558	135	55	33	283	316	7703	75.0414
Satkania	6716	2547	242	1095	189	150	25	170	195	4418	65.7832
Anwara	12267	5808	963	1833	546	223	63	359	422	9795	79.8484
Patiya	11960	4257	684	1634	317	269	11	630	641	7802	65.2341

 
