   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8621	3190	1453	1064	206	387	131	133	264	6564	76.1397
Rangunia	18203	6247	808	3168	642	583	98	1415	1513	12961	71.2025
Doublemooring	11666	2795	1923	1697	446	99	274	393	667	7627	65.3780
Fatichhari	24844	8635	1662	4350	588	173	40	1307	1347	16755	67.4408
Sitakunda	14860	6258	1002	2149	455	366	39	735	774	11004	74.0511
Rawzan	12192	3994	1391	1738	408	126	5	477	482	8139	66.7569
Sandwip	11424	4184	524	1508	284	37	7	98	105	6642	58.1408
Chandlaish	5309	2339	201	410	222	114	15	339	354	3640	68.5628
Banshkhali	11809	5839	575	1853	165	80	61	343	404	8916	75.5017
Satkania	12015	5477	959	1798	371	208	43	451	494	9307	77.4615
Anwara	12155	5616	901	1514	477	228	75	368	443	9179	75.5162
Patiya	12080	4638	816	1687	354	345	15	666	681	8521	70.5381
Lohagora	11086	5080	812	2451	45	40	4	92	96	8524	76.8898

 
