   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhuapur	7173	3366	660	522	384	562	98	138	236	5730	79.8829
Ghatail	14590	5936	1147	1582	665	709	534	746	1280	11319	77.5805
Basail	14804	5522	1308	2496	1291	428	331	667	998	12043	81.3496
Tangail Sadar	15491	5236	1989	2430	267	1931	305	677	982	12835	82.8546
Kalihati	29521	12706	2783	3452	723	1211	524	2270	2794	23669	80.1768
Modhupur	46451	21586	2488	7121	986	1357	1671	2360	4031	37569	80.8788
Gopalpur	15251	4785	2517	2911	419	561	266	564	830	12023	78.8342
Delduar	9507	4393	837	1109	245	412	70	842	912	7908	83.1808

 
