   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8703	3099	1423	1191	305	703	222	142	364	7085	81.4087
Rangunia	10637	3638	510	1913	383	584	116	924	1040	8068	75.8485
Doublemooring	11732	3385	2373	1992	476	254	315	465	780	9260	78.9294
Fatichhari	12575	3926	802	2771	284	343	43	797	840	8966	71.3002
Sitakunda	17300	6462	1129	2865	668	602	47	961	1008	12734	73.6069
Rawzan	5928	2388	385	721	287	64	12	391	403	4248	71.6599
Sandwip	5521	2175	202	1109	219	64	15	66	81	3850	69.7337
Chandlaish	5485	2439	305	398	149	119	27	368	395	3805	69.3710
Banshkhali	8218	3211	453	898	69	68	35	105	140	4839	58.8829
Satkania	12953	5701	409	1716	461	301	90	623	713	9301	71.8058
Anwara	2321	551	337	226	101	110	55	112	167	1492	64.2826
Patiya	5165	1740	336	738	245	230	23	382	405	3694	71.5198
Lohagora	11327	5244	1057	2551	55	157	21	154	175	9239	81.5662

 
