   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6816	3625	556	311	118	39	20	593	613	5262	77.2007
Bhuapur	4512	1955	588	478	35	87	44	62	106	3249	72.0080
Ghatail	16405	8320	909	1817	166	162	286	626	912	12286	74.8918
Tangail Sadar	13875	5649	2211	1591	202	318	70	411	481	10452	75.3297
Kalihati	37364	9370	1825	416	545	287	1435	1512	2947	15390	41.1894
Modhupur	27996	16433	3038	5501	327	48	209	11	220	25567	91.3238
Gopalpur	17075	4591	1316	7293	614	195	271	21	292	14301	83.7540
Delduar	7713	2740	528	792	94	148	170	546	716	5018	65.0590

 
