   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8704	3018	1401	1099	345	920	226	146	372	7155	82.2036
Rangunia	14758	5252	1082	2289	387	622	137	1063	1200	10832	73.3975
Doublemooring	11717	3351	2347	2195	487	324	319	472	791	9495	81.0361
Fatichhari	12764	3985	907	2908	316	459	44	804	848	9423	73.8248
Sitakunda	11399	3759	1033	1958	616	257	45	494	539	8162	71.6028
Mirsharai	9658	3413	627	1339	438	354	0	993	993	7164	74.1768
Rawzan	3183	1307	272	445	158	30	10	123	133	2345	73.6726
Sandwip	5908	2413	174	1156	218	82	17	89	106	4149	70.2268
Chandlaish	5560	2574	412	273	170	252	29	377	406	4087	73.5072
Banshkhali	10150	4334	641	1702	241	419	60	231	291	7628	75.1527
Satkania	14730	6411	572	2119	477	537	113	821	934	11050	75.0170
Anwara	6383	2459	487	858	292	233	85	238	323	4652	72.8811
Patiya	1614	633	134	238	38	78	4	81	85	1206	74.7212
Lohagora	9777	4181	492	1069	53	176	21	221	242	6213	63.5471

 
