   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:30
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8700	3340	1571	1188	240	467	141	133	274	7080	81.3793
Rangunia	18495	6570	988	3426	660	646	124	1389	1513	13803	74.6310
Doublemooring	11695	3144	2211	1912	454	136	291	409	700	8557	73.1680
Fatichhari	24637	9098	2057	4864	573	291	44	1343	1387	18270	74.1568
Sitakunda	16255	6416	1037	2737	577	554	46	944	990	12311	75.7367
Rawzan	12192	3923	1342	1742	450	133	4	485	489	8079	66.2648
Sandwip	7482	2620	371	1339	245	42	7	96	103	4720	63.0847
Chandlaish	5404	2582	324	428	108	85	19	355	374	3901	72.1873
Banshkhali	11989	5410	714	2123	173	94	76	302	378	8892	74.1680
Satkania	10086	3928	318	1061	368	211	37	508	545	6431	63.7616
Anwara	15964	7279	914	2110	913	315	144	614	758	12289	76.9795
Patiya	5021	1634	300	773	182	134	7	361	368	3391	67.5363
Lohagora	11132	5081	828	2471	27	66	8	122	130	8603	77.2817

 
