   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhuapur	7140	3386	670	500	383	545	98	138	236	5720	80.1120
Ghatail	14531	6054	1283	1708	634	652	532	746	1278	11609	79.8913
Basail	14804	5988	825	2498	1279	413	331	667	998	12001	81.0659
Tangail Sadar	15419	5239	1990	2402	267	1880	305	677	982	12760	82.7550
Kalihati	29511	12732	2827	3468	719	1170	523	2266	2789	23705	80.3260
Modhupur	46448	21495	2415	7033	918	1327	1669	2358	4027	37215	80.1219
Gopalpur	15251	4775	2564	2907	401	542	266	561	827	12016	78.7883
Delduar	9507	4267	797	1063	245	408	70	842	912	7692	80.9088

 
