   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:43
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6096	3195	536	382	130	82	42	746	788	5113	83.8747
Nagarpur	3184	1512	224	243	56	94	8	209	217	2346	73.6809
Bhuapur	6877	3497	763	387	127	355	90	137	227	5356	77.8828
Ghatail	9265	3899	828	981	376	283	331	387	718	7085	76.4706
Basail	13839	4977	1351	2385	743	245	278	582	860	10561	76.3133
Kalihati	39437	12949	2914	736	539	582	2072	1488	3560	21280	53.9595
Modhupur	18116	8050	644	2999	240	250	567	840	1407	13590	75.0166
Gopalpur	15231	4717	2707	3152	230	311	242	528	770	11887	78.0448
Delduar	7980	3325	613	761	190	215	66	738	804	5908	74.0351

 
