   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:20
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8594	3067	1352	1018	201	370	125	133	258	6266	72.9113
Rangunia	16800	5920	693	2959	569	462	64	1257	1321	11924	70.9762
Doublemooring	11580	2575	1800	1510	440	100	269	388	657	7082	61.1572
Fatichhari	24697	7845	1229	3802	595	158	38	1313	1351	14980	60.6551
Sitakunda	14710	6214	977	2119	418	354	39	715	754	10836	73.6642
Rawzan	12197	4003	1214	1684	389	125	4	470	474	7889	64.6798
Sandwip	10179	4230	1574	1677	175	150	0	237	237	8043	79.0156
Chandlaish	5259	1776	260	784	257	104	16	349	365	3546	67.4273
Banshkhali	11770	4943	430	1604	136	52	33	273	306	7471	63.4749
Satkania	6711	2533	262	1082	188	150	25	168	193	4408	65.6832
Anwara	12267	5497	904	1927	540	214	58	357	415	9497	77.4191
Patiya	13980	5333	695	1681	295	299	10	730	740	9043	64.6853
Lohagora	11086	5170	867	2405	49	19	1	86	87	8597	77.5483

 
