   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8630	3299	1530	1127	226	431	133	133	266	6879	79.7103
Rangunia	18384	6472	921	3335	662	627	120	1388	1508	13525	73.5694
Doublemooring	11675	2996	2080	1798	447	116	284	397	681	8118	69.5332
Fatichhari	24669	8959	1906	4704	567	237	43	1330	1373	17746	71.9364
Sitakunda	14987	6236	956	2257	512	454	46	747	793	11208	74.7848
Rawzan	12192	3962	1355	1741	443	129	4	481	485	8115	66.5600
Sandwip	11420	4434	680	1695	300	52	7	98	105	7266	63.6252
Chandlaish	5367	2521	271	435	140	108	17	346	363	3838	71.5111
Banshkhali	11983	5780	711	1789	170	83	66	296	362	8895	74.2302
Satkania	13040	5150	533	1593	411	228	49	517	566	8481	65.0383
Anwara	15781	7166	934	2147	907	293	144	602	746	12193	77.2638
Patiya	12274	4749	850	1843	346	427	17	668	685	8900	72.5110
Lohagora	11132	5117	807	2444	25	51	7	101	108	8552	76.8236

 
