   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:16
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	11616	4140	2041	1245	250	449	66	213	279	8404	72.3485
Rangunia	16397	5141	521	2473	520	481	46	1180	1226	10362	63.1945
Doublemooring	11491	2420	1635	1375	427	95	254	376	630	6582	57.2796
Fatichhari	27432	7441	1090	3897	580	130	38	1367	1405	14543	53.0147
Sitakunda	15324	6230	802	1956	328	357	28	701	729	10402	67.8804
Rawzan	12161	4178	1114	1561	340	126	4	456	460	7779	63.9668
Sandwip	10179	3950	1103	994	212	150	0	234	234	6643	65.2618
Chandlaish	5655	1552	272	1009	260	103	16	348	364	3560	62.9531
Banshkhali	11769	4109	343	483	125	50	33	254	287	5397	45.8578
Satkania	6638	2426	421	838	166	139	12	152	164	4154	62.5791
Anwara	14665	6682	775	1440	564	282	29	349	378	10121	69.0147
Patiya	14965	6230	782	1694	351	394	20	653	673	10124	67.6512
Lohagora	11086	4953	754	2014	41	17	0	61	61	7840	70.7198

 
