   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 15:00
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8713	3108	1427	1222	350	970	226	146	372	7449	85.4929
Rangunia	15117	5451	1213	2458	431	741	137	1069	1206	11500	76.0733
Doublemooring	11712	3402	2385	2257	488	339	319	472	791	9662	82.4966
Fatichhari	12764	3985	901	2913	316	459	44	804	848	9422	73.8170
Sitakunda	12883	4207	1232	2268	608	271	46	499	545	9131	70.8763
Mirsharai	2659	904	139	427	137	79	0	265	265	1951	73.3734
Rawzan	3132	960	300	510	223	77	8	128	136	2206	70.4342
Sandwip	2384	967	58	476	107	49	5	62	67	1724	72.3154
Chandlaish	5658	2366	546	289	270	309	34	381	415	4195	74.1428
Banshkhali	11260	5013	701	2025	348	633	78	243	321	9041	80.2931
Satkania	10357	4524	372	1578	355	491	62	647	709	8029	77.5224
Anwara	6393	2548	483	929	308	250	85	238	323	4841	75.7234
Patiya	1638	624	123	226	44	93	4	83	87	1197	73.0769
Lohagora	9284	4120	534	1202	73	246	23	226	249	6424	69.1943

 
