   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8640	3304	1538	1139	227	436	134	133	267	6911	79.9884
Rangunia	18398	6486	930	3349	659	634	120	1389	1509	13567	73.7417
Doublemooring	11675	3018	2106	1812	449	119	285	397	682	8186	70.1156
Fatichhari	24698	8975	1929	4723	570	243	43	1332	1375	17815	72.1313
Sitakunda	14996	6225	945	2267	514	455	46	752	798	11204	74.7133
Rawzan	12192	3964	1334	1750	444	129	4	481	485	8106	66.4862
Sandwip	11420	4451	683	1711	301	57	7	99	106	7309	64.0018
Chandlaish	5377	2525	283	452	133	106	17	347	364	3863	71.8430
Banshkhali	11983	5831	727	1915	171	85	68	297	365	9094	75.8908
Satkania	13994	5502	530	1615	432	235	73	546	619	8933	63.8345
Anwara	15858	7212	935	2151	909	295	144	605	749	12251	77.2544
Patiya	12322	4743	858	1857	347	431	17	673	690	8926	72.4395
Lohagora	11132	5123	805	2441	25	51	8	102	110	8555	76.8505

 
